pid	qid1	qid2	question1	question2	is_duplicate
33155	3650	1313	cómo agregar información de pasaporte	¿Cómo agregar videos en mi disputa?	0
33157	1454	5009	Abrí una orden y el producto se acabó	¿Cómo puedo saber que el proveedor ha enviado el producto?	0
33159	1212	6826	es menos de 20	¿Por qué no recibí mi reembolso después de más de 20 días hábiles?	1
33161	1372	10713	¿PUEDE HABLAR EN ESPAÑOL?	¿Cómo puedo contactar al vendedor si ya no figura en la lista?	0
33163	2784	7868	No estoy satisfecho con el resultado de la disputa. ¿Que puedo hacer?	No estoy satisfecho con el resultado de la reclamación.	1
33165	8998	4125	Quiero recoger el pedido en el carrito.	No puedo enviarlo al carrito	0
33167	8616	60	cómo reportar un vendedor?	Quiero informar al vendedor	1
33169	1660	14544	DINERO NO DEVUELTO	¿Cómo puedo saber cuánto dinero se devuelve?	0
33171	7935	6253	Hola, estoy esperando a que se verifique mi apelación. Cuánto tiempo tardará. El vendedor ya me está preguntando qué pasó.	He cancelado mi pedido ¿Cuánto tiempo tendrá efecto la cancelación?	0
33173	3642	11749	Cómo verificar tu cuenta	¿Cómo verificar mi dirección de correo electrónico?	1
33175	3779	9504	hablar con humanos	¿Puedo hablar con humanos?	1
33177	3076	11131	¿Cuál es el significado de órdenes canceladas finalizadas?	Tengo pedidos cancelados por un vendedor sospechoso	0
33179	2784	4376	No estoy satisfecho con el resultado de la disputa. ¿Que puedo hacer?	¿Puedo devolver un producto si no estoy satisfecho?	0
29846	5815	13587	el vendedor no ha enviado mi pedido	El vendedor se niega a enviar mi pedido después de que pagué	1
33182	8048	2427	necesita tener una cuenta de desarrollador a través de API	¿Debo crear una cuenta de protección del comprador?	0
33184	2806	8422	no quiero cancelar	Quiero cancelar mi pedido	0
33186	3992	6361	david howell hola necesito un número de teléfono o un ser humano no puedo iniciar sesión por favor ayuda	cómo tener un número de teléfono, por favor	1
33188	261	1135	cómo subir evidencia en disputa	¿Cómo presento evidencia para respaldar mi reclamo?	1
33190	4307	3955	quiero hablar con una persona real	Necesito una persona real	1
33192	1602	13697	y aún no ha recibido el artículo	Confirmé que recibí el producto y cometí un error. No he recibido el producto todavía	0
33194	5708	11371	¿Cómo borro las órdenes?	¿Cómo puedo eliminar las órdenes completadas o las órdenes inútiles en mi cuenta?	1
33196	6332	2779	buenos días, no recibí la confirmación de la cancelación de mi pedido, el pedido de estado ha finalizado pero no recibí la confirmación por correo electrónico	¿Cómo cancelo la confirmación de un pedido?	0
33198	7564	1589	¿Cómo uso un cupón o descuento?	¿Cómo obtengo un cupón para un descuento de $ 25?	0
33200	7518	3215	cómo cambiar monedas por cupones?	¿Cómo canjeo mis monedas?	1
33202	5750	4388	Estoy muy insatisfecho con este servicio de ayuda automática. Necesito una persona real	quiero chatear con una persona real	1
33204	1912	7532	Cómo seleccionar el cupón seleccionado	¿Por qué no puedo usar mi cupón de selección?	0
33206	12510	2666	Devolver mi dinero 149 uds	¿Cómo puedo recuperar mi dinero?	1
33208	944	4567	Pagué con tarjeta y no me envió un correo electrónico sobre el número de pedido	Hice un pedido pero no me dio ningún número de seguimiento	0
33210	4362	14546	ayuda con mi cuenta	¡Ayúdame a obtener mi producto!	0
33212	3084	7304	Compré el producto equivocado cuando el dinero se debe	El producto que compré está defectuoso, ¿qué debo hacer?	0
33214	3656	4605	¿Cómo uso el cupón seleccionado?	¿Cómo uso Select Coupon?	1
33216	8967	10646	Hola, mi cuenta se ha suspendido y ya no puedo dejar retroalimentación ni disputas abiertas. ¿Qué pasa con mi cuenta?	Ya no puedo acceder a mi cuenta	0
33218	9622	3828	El pedido que cancelé no fue reembolsado aún	¿Cómo desactivo una orden aún no recibida?	0
33220	4897	4677	Pedí un artículo hace bastante tiempo y todavía no lo recibí	Ya pagué hace 7 días, pero el estado de mi pedido no ha cambiado todavía. Todavía está esperando el pago	0
33222	7390	12808	excedió el número de artículos	¿Son estos artículos knock off?	0
33224	2764	9520	¿Por qué se cancela mi pedido?	¿Por qué se canceló el pedido?	1
33226	5624	6833	Añadir nueva Dirección de Envío	¿Puedo agregar más dirección de envío?	1
33228	5849	5349	¿Cómo puedo enviar un correo electrónico?	¿Cómo puedo contactarme con el vendedor por correo electrónico?	0
33230	10973	6202	Devolví la mercancía, pero la tienda del vendedor estaba bloqueada y él no responde qué pasará con la mercancía. Si el vendedor no confirma el recibo dentro de los 30 días	¿Se puede acelerar el envío de mercancías, no en 30 días?	0
33232	12439	10346	El vendedor cambia el método de envío del Correo Aéreo Registrado del Poste de China al Paquete Pequeño Ordinario del Poste de China Plus, sin mi permiso así que no puedo paquete de pista internacional	Pagué para entregar productos de Fedex pero han enviado productos a China	1
33234	3815	12665	Hice un pedido y lo cancelé, pero me dedujeron. ¿Puedes confirmar si mi dinero se revertirá a mi cuenta?	Mi pedido se cerró, pero el dinero se dedujo de mi cuenta bancaria.	1
33236	10022	13064	¿Dónde puedo encontrar la función de búsqueda de fotos?	¿Puedo buscar un producto por número de identificación?	0
33238	9535	13671	¿Dónde está la página de detalles de la disputa?	¿Cómo encuentro la página de detalles de la disputa?	1
33240	2131	1071	Si su pedido muestra 'cancelar pedido',	he cancelado el pedido y se muestra En espera de cancelación	0
33242	505	13072	¿Cómo cancelo mi cuenta?	¿Cómo cancelo el estado de procesamiento de fondos?	0
33244	5310	9038	espera ... déjame mostrarte una instantánea ...	El sistema no me deja pagar	0
33246	153	4944	¿cómo extiendo la protección del comprador?	¿Cómo extender el tiempo de protección de mi comprador?	1
33248	9924	3312	Es un placer conocerte	Un placer hablar contigo.	0
33250	8938	8620	El dinero no fue devuelto a mi cuenta, aunque la disputa se resolvió en su totalidad, ya han pasado 2 meses y no hay dinero	Cuando mi dinero será devuelto?	1
33252	1384	196	Cuando abro una disputa, dice Order empty	¿Cómo puedo abrir una disputa si la orden está completa?	0
33254	8076	9902	¿Cómo aplico el servicio de garantía?	¿Cómo puedo enviar un correo electrónico al servicio al cliente?	0
33256	10223	1189	¿Dónde puedes hacer clic?	¿Por qué no ocurre nada cuando haces clic en el botón?	0
33258	2529	5082	¿Cómo puedo recoger mi pedido en el carrito?	¿Cómo puedo pagar todos mis productos en el carrito de compras en un solo pago?	0
33260	2802	2612	preferiría llamar	¿Te puedo llamar?	1
33262	5274	12436	Oye. Mi cuenta está bloqueada Soy un comprador honesto, no abrí disputas sin ningún motivo. Le pido que desbloquee la cuenta.	¿Por qué no logré iniciar sesión en mi cuenta?	0
33264	5051	14548	Cómo cambiar el código postal	¿Cómo publico una oferta de venta?	0
33266	2646	8422	Me gustaría cancelar mi pedido	Quiero cancelar mi pedido	1
33268	7935	4067	Hola, estoy esperando a que se verifique mi apelación. Cuánto tiempo tardará. El vendedor ya me está preguntando qué pasó.	Estoy esperando que se acredite el reembolso en mi tarjeta, ¿cuánto tiempo tomará?	0
33270	11143	13537	Quiero saber más sobre el producto	Quiero saber más acerca de la transferencia bancaria.	0
33272	7187	5102	Cómo obtener puntos de recompensa	No tengo mis puntos	0
33274	9698	14550	Le pregunté muchas veces al vendedor, pero él / ella siempre está diciendo que estará aquí en una semana o dos	¿Por qué mi tarjeta fue cargada dos veces?	0
33276	9829	212	cómo recuperar pedidos eliminados	¿Cómo recupero un pedido eliminado por error?	1
33278	10394	12699	Soy un vendedor	estoy confundido sobre con quién estoy hablando	0
33280	4958	10354	¡Ha sido casi medio año!	¿Se ha recibido el pago de esta orden?	0
33282	11974	13833	Si vendo aquí, ¿puedo obtener el pago enviado a mi cuenta de PayPal?	¿Puedo usar mi cuenta de PayPal para el pago?	0
33284	7854	5588	No puedo pagar mi pedido y espero que mi tarjeta no haya sido cargada varias veces a ciegas	Intento iniciar sesión en mi cuenta varias veces pero no pude	0
33286	7709	6563	El robot no me ayudará	Por favor, ayúdame urgentemente	0
33288	1416	2795	Aun no ha sido enviado	Pago mi pedido pero aún no procesado	0
33290	6565	12939	He pagado el pedido y el dinero fue tomado de mi tarjeta	Ya pagué mi pedido, pero ningún mensaje de mi banco	1
33292	419	1305	Hola Al contactar ahora había un icono de chat ahora en el lado izquierdo de la página ahora ya no está	¿Que estas haciendo ahora?	0
33294	6706	5285	necesita su ayuda urgente	Necesito tu ayuda con mi compra	1
33296	235	7409	otras órdenes llegaron a tiempo	mis pedidos recibieron un mensaje de "terminado pero aún no han llegado".	0
33298	5771	2357	He estado en esta línea más de una hora hablando en persona, es mejor, es mejor para mí, ya que puedes ver que esto es difícil	Me han cobrado demasiado	0
33300	2839	8480	uno de mis pedidos está en buenas condiciones, pero en los pedidos en inglés se puede cambiar a holandés	Me gustaría cambiar mi opinión sobre un vendedor. ¿Cómo puedo hacer eso?	0
33302	4686	12446	¿Cómo confirmo el pedido?	Accidentalmente presioné Confirmar orden recibida	0
33304	10279	14552	¡Esta es la tercera vez que me comunico con usted para apelar su decisión!	considerar el orden	0
33306	9656	3574	¿Cómo cargo una foto en disputa?	no puedo subir una foto	0
33308	6488	7957	hola mi mastercard no se acepta aunque tengo 3d seguro ...	¿Qué es el Código seguro de Mastercard?	0
33310	1636	10573	¿Dónde envío mi licencia de conducir y la información de mi tarjeta de crédito para probar quién soy?	Tengo problemas para pagar con mi tarjeta de crédito	0
33312	5321	7006	¿Cómo editar el perfil?	¿Cómo puedo hacer cambios en mi perfil?	1
33314	6639	7725	¿Dónde encuentro el carrito de compras?	¿Cómo pago todos los pedidos desde el carrito de compras?	0
33316	11510	9349	Quiero saber cuándo recibiré el reembolso. Recibí un correo electrónico que indica que el vendedor acepta reembolsar	Quiero saber sobre la cantidad de dinero devuelto	0
33318	10058	1131	No puedo subir video	No puedo cargar el archivo adjunto	0
33320	3757	5275	Tengo problemas para enviar mi ID	Tengo problemas para crear mi cuenta	0
33322	269	7341	Necesito un cambio puede enviar un correo electrónico porque no localizo mi correo electrónico y necesito comprar	Mi dirección de correo electrónico es incorrecta y necesito cambiarla.	1
33324	3563	14554	No, no lo ves	Déjame ver si eres lo suficientemente inteligente!	0
33326	7268	396	No se puede iniciar sesión para una cuenta	Lo sentimos, su cuenta se ha marcado por algunos motivos y no puede participar en esta promoción.	0
33328	6662	11701	Cómo pagar utilizando el pago ideal	¿Cómo pago mi pedido usando western union?	0
33330	7190	6167	cómo configurar la dirección de envío	¿Cómo configuro la dirección de envío?	1
33332	9864	6563	por favor envíeme un número de teléfono porque nadie puede ayudarme con mi problema	Por favor, ayúdame urgentemente	0
33334	11826	3818	cómo obtener monedas de la aplicación?	¿Cómo usar el cupón de la aplicación móvil?	0
33336	2087	8901	que mierda es eso que estas haciendo alli	como estas	0
33338	1542	12943	¿Cómo cancelo el pedido?	¿Cómo cancelo mi pedido después de haberlo hecho?	1
33340	1328	3858	Mi pedido es muy tarde y el vendedor no responde mis mensajes	Estoy muy decepcionado con mi orden	0
33342	2352	6024	¿Puedo tener atención al cliente normal, no robot por favor	por favor tengo una pregunta	0
33344	6642	907	¿Qué pasa si no me gusta la forma en que se ajusta el vestido o si tiene el tamaño incorrecto? ¿Puedo devolverlo para un reembolso?	Seleccioné el tamaño incorrecto	0
33346	3674	4793	Me contactó con un vendedor por un artículo defectuoso y no me han respondido	Los productos no se entregan debido a que el vendedor sospechoso	0
33348	3779	386	hablar con humanos	Quiero hablar con un humano en línea	1
28967	2698	825	cómo reportar a su vendedor	¿Cómo informo a un vendedor?	1
33350	8777	9086	¿Por qué se espera que pague los costos de envío de devolución si se ha determinado que el vendedor me envió los artículos incorrectos?	Un vendedor me ha enviado un pedido	0
33352	5556	14092	ok lo sé, pero el proceso es muy largo	¿Cuánto tiempo el vendedor procesa el pedido?	0
33354	11868	4789	hablo con saller y él me dijo por qué esto en 69 días porque resolvió mi pregunta	¿Qué sucede si el vendedor dice que perdió mi pedido?	0
33356	8371	12528	cómo cambiar su dirección de correo electrónico	¿Cómo cambio la dirección de correo electrónico?	1
33358	2316	2457	sube la evidencia del video	¿Cómo adjuntar el video a la disputa?	1
33360	10926	9614	Cambiar el número de teléfono	número de teléfono de los servicios de pago	0
33362	1682	7004	El número de seguimiento no se actualiza	¿Cómo obtener el número de seguimiento?	0
33364	9062	12039	cómo eliminar la cuenta	¿Cómo puedo iniciar sesión en la cuenta?	0
33366	2625	919	Hola, el reembolso se ha realizado pero todavía no existe. Compro pero no acepto.	Esta cuenta no existe, ¿qué debería hacer?	0
33368	10599	14556	hola tengo otro problema	Me han dado un número de seguimiento para productos destinados a otro país.	0
33370	9700	2526	entonces, cómo hacerlo & gt;	¿Tiene un número de teléfono de contacto para poder hablar con una persona real?	0
33372	10394	2785	Soy un vendedor	Estoy teniendo problemas con un vendedor. ¿Que puedo hacer?	0
33374	5891	13139	proceso de recuperación de contraseña	¿puedes procesar la visa?	0
33376	6320	256	cómo verificar el reembolso	cómo verificar el motivo de la disputa	0
33378	7345	3073	Estaría feliz de hablar con una persona	¿Puedo hablar con una persona real?	1
33380	6843	6658	puedes reactivar una orden cancelada?	¿Cómo puedo recuperar mi dinero del pedido cancelado?	0
33382	4342	10513	mi consulta es sobre el estado de mi pedido	Quiero saber el estado de mi pedido	1
33384	587	1975	VEN A MI CAMA	Compre un producto y no haya venido a mi país	0
33386	3850	1489	me gustaría hablar con una persona	y hablo con una persona real	1
33388	1984	13823	¿Estoy diciendo que solo nos lleva dólares?	Estoy tratando de pagar con una tarjeta de crédito Visa pero sigue diciendo que el pago falló	0
33390	3478	8486	eliminar la lista de deseos	¿Cuánto tiempo puede permanecer el artículo en la lista de deseos?	0
33392	11816	3484	subir foto en comentarios	No puedo ver la foto	0
33394	930	14514	Hice una compra. No se procesó, por lo que los fondos se reembolsan. Pero me gustaría utilizar esos mismos fondos para otra compra sin tener que enviarlos de vuelta a mi banco, ya que he sobregirado la cuenta del mes. ¿Es posible mantener el f	He pagado la orden Los fondos fueron enviados	0
33396	9596	2156	¿Cómo dejar comentarios sobre la aplicación?	¿Puedo dejar un comentario privado?	0
33398	8165	9462	No quiero cancelar el pedido, quiero que responda con el producto es posible?	Quiero que mi pedido sea entregado en China. ¿Es posible?	0
33400	4490	14558	No puedo iniciar sesión. Creé mi compra con una dirección de correo electrónico incorrecta.	He creado mi cuenta gratuita	0
33402	377	14190	alguien más sabe vietnamita? Quiero oder	He ordenado cosas y quiero saber cuándo las vas a publicar	0
33404	3776	1629	no puedo borrar la orden	No puedo hacer un pedido.	0
33406	3006	11033	¿Me puede decir si puede aceptar pagos de PayPal?	¿Puedes decirme que haga mi problema?	0
33408	1653	1802	¿Cómo reporto al vendedor?	¿Cómo puedo reportar un vendedor de fraude?	1
33410	6988	14560	señor cómo comprar	¿Cómo compro como mayorista?	0
33412	3287	10596	¿Dónde está el botón de apelación?	¿Por qué no hay un botón de orden de lugar?	0
33414	1884	12746	mi e-mail es	¿Por qué mi programa de correo electrónico se registrará?	0
33416	2533	12202	¿Cómo evito que un vendedor envíe un mensaje?	¿Cómo puedo ver el mensaje?	0
33418	4826	3034	Hola, hice un pedido el 20 de abril	hola tengo un problema con una tienda	0
33420	4351	935	Cómo elegir el método de envío	elegir el método de envío incorrecto	0
33422	2077	871	cómo volver a abrir una disputa	¿Cómo puedo abrir una disputa si el estado está terminado?	0
33424	3017	3418	no he recibido mi dinero	Tengo este orden cerrado por sistema. ¿Qué pasa con mi dinero?	0
33426	14078	11371	¿Puedes borrar mi cuenta y volveré a empezar?	¿Cómo puedo eliminar las órdenes completadas o las órdenes inútiles en mi cuenta?	0
33428	14078	6507	¿Puedes borrar mi cuenta y volveré a empezar?	¿Cómo puedo eliminar mi tarjeta de mi cuenta?	0
33430	6320	11506	cómo verificar el reembolso	Cómo verificar mi centro de mensajes	0
33432	1196	12798	¿Puedo llamar al servicio al cliente?	puedo llamar a servicios al cliente	1
33434	12782	11280	estoy siguiendo una queja	Estoy teniendo problemas con esta orden	0
33436	3096	9742	Cancelé mi producto pero no hubo reembolso	¿Por qué pagué el producto y se canceló el pedido?	0
33438	1884	14562	mi e-mail es	Quiero dar de baja mi correo electrónico	0
33440	7614	7936	Lo sé, no es la primera vez. ¿Puedes echar un vistazo a mi orden y decirme por qué el estado está terminado, pero no tengo los artículos?	Si cancelo mi pedido, ¿puede decirme cuánto tiempo demorará el reembolso?	0
33442	6973	770	Sí, pero ella no responde tan rápido, no puedes verme ayuda por favor por favor	¿Me podría ayudar?	1
33444	6224	11424	cariño, no quiero comprar. es para hacer un pedido y el vendedor puede cambiar el precio	Quiero preguntar el precio	0
33446	4153	12219	cómo usar el cupón	Mi cupón es válido, ¿cómo usarlo?	1
33448	2278	10398	mi orden no es	la orden es un regalo para mi hija	0
33450	6449	5231	Hola, quiero cambiar mi contraseña ¿Cómo puedo hacer eso?	¿Cómo puedo restablecer mi contraseña?	1
9657	301	2253	cómo abrir una disputa	cómo cancelar una disputa abierta?	0
33452	293	14514	he pagado por mi producto	He pagado la orden Los fondos fueron enviados	1
33454	6376	11033	por favor me puede decir sobre el envío a Pakistán	¿Puedes decirme que haga mi problema?	0
33456	2829	9098	¿Cómo busco un nombre de tienda específico?	¿Cómo lo busco?	0
33458	11510	1965	Quiero saber cuándo recibiré el reembolso. Recibí un correo electrónico que indica que el vendedor acepta reembolsar	Me gustaría saber cuándo obtendré mi reembolso.	1
33460	1160	10626	Me pregunto cuándo recibí mi pedido	Tengo una pregunta sobre la orden	0
33462	12646	506	Solo quería saber si es posible evitar que los fondos se vuelvan a acreditar en mi cuenta. Una orden mía fue cancelada recientemente y me gustaría utilizar esos mismos fondos y una recarga para comprar otra cosa.	Me gustaría saber cómo cancelar mi cuenta?	0
33464	3983	6785	¡Quiero un humano!	¿Puedo hablar con un humano?	1
33466	7673	14564	me pondré en contacto con mi banco no sé qué es código de seguridad 3D	¿Qué es el código de seguridad 3D?	1
33468	4955	14566	Han pasado 25 días desde mi pedido. cuando recibiré la orden	Mi pedido fue cerrado ya que ambas partes han cancelado el pedido.	0
33470	1834	12679	Hice un pedido y lo cancelé, pero me dedujeron	Me dedujeron en el pago, y el pago no se reflejó en la orden	0
33472	1252	12342	cómo verificar la protección del comprador	¿Cómo protege el comprador la protección del pago?	0
33474	9686	805	El producto en el carrito desaparecerá. ¿Que puedo hacer?	¿Cuántos productos puedo agregar en el carrito de compras?	0
33476	6250	1209	¿cómo responder en disputa escalada?	¿Cómo edito la disputa escalada?	0
33478	3983	3705	¡Quiero un humano!	Quiero contactar a un humano	1
31199	6762	7492	¿Hablas italiano?	¿hablas español?	1
33481	59	4885	¿Cómo informo a un vendedor de fraude?	El vendedor es un fraude. ¿Cómo puedo reportarlo?	1
33483	733	13723	¿Puedo cambiar la cantidad de variantes de un producto para poder importarlo a shopify?	¿Cuál es la cantidad mínima que puedo pedir?	0
33485	5313	1577	Por uno de mis productos pedidos no puedo ver los detalles de rastreo	He pedido productos pero no recibí mi pedido	0
33487	5329	13054	necesito compañía de envío	¿El vendedor puede cambiar de compañía de envío?	0
33489	4923	4573	He enviado un correo electrónico a mis documentos 2 veces por separado y, sin embargo, mi cuenta no está verificada.	Me han cobrado pero el pedido aún está esperando mi pago	0
33491	1222	4777	¿Dónde puedo encontrar el icono de iDeal? no puedo encontrarlo por ninguna parte	¿Dónde puedo encontrar mis casos de disputas?	0
33493	765	6429	por favor, alguien que sepa español, me resulta difícil escribir y traducir y luego traducir lo que me escribe	¿Hay alguien más a quien puedes preguntar?	0
33495	8565	11904	cómo detener los mensajes del vendedor	No puedo enviar ningún mensaje a ningún vendedor.	0
33497	8156	9466	Hola Eva, tengo un pedido que debe ser cancelado. Necesito ayuda por favor	necesita ayuda con	0
33499	7655	4438	cómo bloquear mensajes	¿Cómo elimino mensajes?	0
33501	7854	1909	No puedo pagar mi pedido y espero que mi tarjeta no haya sido cargada varias veces a ciegas	ahora tenía un correo electrónico que decía que mi pedido se canceló porque no pagué	0
33503	7778	5094	Acabo de escribir mi consulta	Acabo de romper con mi novio.	0
33505	2898	4551	orden de pago cerrado no procesado	Mi pedido fue cerrado ya que el pago no se realiza a tiempo.	1
33507	3690	3312	estoy encantado de conocerte también	Un placer hablar contigo.	0
33509	1308	12734	he cancelado por error mi pedido después de realizado el pago. Pero quiero que mi orden esté hecha. ¿Que puedo hacer?	El estado del pedido no ha cambiado después de que hice el pago, ¿qué ocurre?	0
33511	231	7598	quiero ser vendedor	Quiero informar un comentario dado por el vendedor	0
33513	6220	14568	Explícame cómo puedo cancelar la cancelación. No necesito devolver el dinero. Ten el orden del sorteo.	Después de la cancelación, no me devuelven el dinero	0
33515	3347	3848	¿Cómo estás hoy?	si ordeno hoy cuánto tiempo tomará llegar a mi país	0
33517	5675	4418	Esperando a que se verifique mi apelación.	Todavía estoy esperando mi reembolso	0
33519	8063	256	cómo responder en disputa	cómo verificar el motivo de la disputa	0
33521	3728	9692	Dónde ver la página de cupones	no obtener el cupón de la tienda después de hacer clic en la página de la tienda	0
33523	12190	4199	no estoy satisfecho con la disputa	No estoy satisfecho con el producto recibido. ¿Que puedo hacer?	0
33525	9577	4935	Hice un pedido como invitado pero no tengo confirmación	He realizado el pedido pero dijeron que la transacción se cerró.	0
33527	361	2331	Entonces, ¿dónde puedo ENCONTRAR CUPONES QUE ME INTERCAMBIÓ? ¿DÓNDE ESTÁN?	¿Dónde puedo ver la respuesta del proveedor?	0
33529	7844	10579	y recibió el monto del reembolso y la disputa cerrada	¿Por qué la disputa está cerrada?	0
33531	8498	3424	porque trabajamos de KSA a Egipto en esta fecha por favor	podemos ir a una cita?	0
33533	3607	9235	todavía no he recibido mi reembolso	Todavía no he obtenido el número de pista	0
33535	4530	14570	¿Está disponible la opción de pago contra entrega?	¿Hay una opción para una entrega rápida?	0
33537	9345	14572	No tengo paga sin PayPal	¿Tengo que pagar el IVA?	0
33539	980	8656	Hola. Intento usar un código de descuento y no me permite ingresar el código	Intento pagar con una tarjeta de visa y no me permite pagar	0
33541	8885	14574	hola, necesito cancelar mi pedido por favor y necesito que mi dinero sea reembolsado tan pronto como sea posible	Cuando mi dinero será reembolsado?	0
33543	1416	4925	Aun no ha sido enviado	aún no recibió orden	1
33545	7905	542	conecta el chat en vivo de nuevo	Me gustaría chatear en vivo	1
33547	10446	524	No he abierto disputas, ya que los vendedores me dijeron que no	El vendedor me dijo que cancelara la orden de devolver el dinero. ¿Que puedo hacer?	0
33549	3174	13199	Lo que estás haciendo por mí no está ayudando. Por favor pon a tu jefe.	¡como estas!	0
33551	13615	14576	No tengo el número de orden solo el boleto	¿Cómo pago con Boleto?	0
33553	6843	13058	puedes reactivar una orden cancelada?	Cuando la orden será cancelada?	0
33555	10765	14578	Banco Konto BLZ	¿Quién pagó la comisión bancaria?	0
33557	2368	10454	Quiero comprar un producto con entrega gratuita	Quiero comprar a granel	0
33559	12886	14580	Lo hago pero no funciona	El código de verificación no funciona, ¿qué puedo hacer?	0
33561	1732	7168	Qué pasa si no obtengo mi reembolso	¿Qué debo hacer para obtener mi reembolso?	1
33563	2240	14582	¿Pagué el pedido dos veces como lo hago?	¿Puedo hacer una disputa dos veces?	0
33565	2058	6089	problema con el vendedor malo	Tengo un problema con el vendedor y quiero ponerme en contacto con ellos.	0
33567	7377	9458	¿Qué número es el comienzo de mi compra que hice en la fecha del 21 05 2017	¿Hay algún número al que pueda llamar para realizar mi compra?	0
33569	3678	5351	Pedidos cancelados muestra que la lista de pedidos significa	¿Cómo puedo borrar pedidos completados de Mi lista de pedidos?	0
33571	7965	3034	hola no puedo ordenar	hola tengo un problema con una tienda	0
33573	523	1679	Hola, pedí un disfraz de cosplay con la moneda equivocada; Cancelé el pedido y el vendedor me dijo que se aclaró de inmediato, pero ahora no hay suficiente crédito en la tarjeta; ¿Podría amablemente recibir la cantidad lo más rápido posible? Tengo que volver	tengo un problema con mi orden ¿usted me podría ayudar?	0
33575	7418	813	en resumen de orden no aparece s 'Opción de disputa	¿Por qué el pedido no se muestra en mi cuenta?	0
33577	9898	9590	Mi pedido se envió el 3 de mayo y todavía está en tránsito. ¿POR QUÉ?	¿Cómo sé que mi pedido ha sido enviado?	0
33579	5139	14243	Cuándo viene la ayuda	¿Cuándo tengo el reembolso?	0
33581	9186	11446	Recibí un artículo hoy que me han emitido un reembolso. ¿cómo puedo pagar ahora?	cómo puedo reembolsar mi dinero si mi pedido ha sido congelado	0
33583	183	13577	No puedo pagar con transferencia bancaria	Quiero pagar la factura a través de una transferencia bancaria	1
33585	4826	9198	Hola, hice un pedido el 20 de abril	Hice una orden incorrecta	0
33587	956	8123	Mi seguimiento no está funcionando.	Mi TradeManager no funciona	0
33589	4275	835	cómo me convierto en vendedor	¿Cómo puedo contactar al vendedor?	0
33591	8838	13926	¿Puedo acceder a mis pedidos de dispositivos móviles en mi PC para poder imprimir mis pedidos?	¿Puedo combinar mis pedidos?	0
33593	3340	474	respondeme pronto	Necesito recibir mercancía pronto.	0
33595	2751	9868	Tengo un problema al seguir uno de mis pedidos durante 15 días ahora	Tengo un problema con el seguimiento de mi pedido	1
33597	1712	1467	Por ejemplo, esta tienda, Cómo encontrar el envío del artículo de EE. UU.	¿Cómo puedo encontrar una tienda?	0
33599	960	3093	voy a pedir otra ayuda	Solo hago una pregunta	1
33601	2940	362	¿Puedes ver dónde está	Donde puedo ver mis cupones?	0
33603	8011	2011	he enviado un correo electrónico con mi pasaporte y fotos de la tarjeta de crédito	He enviado todos los documentos para la verificación de la tarjeta de crédito. ¿Lo que sucederá?	1
33605	9468	1053	Devolví el pedido, ¿ya lo has recibido?	Cancelé esta orden hace algunas semanas, pero aún no he recibido ningún reembolso.	0
33607	2084	9771	Solo puedo hablar japonés Sin embargo, puede responder en el sitio de traducción.	¿Que idiomas puedes hablar?	0
33609	693	12462	¿Por qué sigues publicándome? "¡¡¡Caliente !!! Encendedor de cigarrillos sin llama recargable USB electrónico No hay gadgets de gas de color blanco" etc. que todos dicen "no se puede entregar a Finlandia" ¿Por qué no se puede enviar a Finlandia?	¿Por qué no puedo entregar mis productos a China?	0
33611	9303	9714	hola, tengo una pregunta. Pedí producto a Nueva Zelanda con alie express shipping est. Entrega 13-20 días. Una vez pedí un paquete electrónico a Nueva Zelanda, entregando 20-40 días. Sin embargo, el paquete e llegó en 12 días. Es un paquete e generalmente más rápido para n	No recibí mi reembolso después de más de 20 días hábiles	0
33613	7522	5259	Entonces, ¿fue un error que el vendedor quiere que confirme el pedido?	Confirmé el pedido por error. ¿Que puedo hacer?	0
33615	2032	12265	Hice un pedido y pagué con tarjeta de crédito (luego se canceló ya que el vendedor aún tenía que aplicar el descuento). Desde entonces, el vendedor ha aplicado el descuento y ahora no podemos pagar con ninguna tarjeta de crédito y aparece el mensaje 'error del sistema', intente de nuevo, pero intente	No puedo pagar tu pedido con tarjeta de crédito	1
19810	5166	11107	Cómo devolver el artículo	El artículo está de vuelta en China	0
33618	5000	10217	Mi lista de pedidos	Pagué los artículos y no están en la lista de pedidos.	1
33620	6244	5602	¿Qué puedo hacer para pagar al vendedor por los bienes recibidos?	No he recibido el reembolso, ¿qué puedo hacer?	0
33622	615	3274	Me gustaría saber sobre el arancel adicional. ¿Qué es? ¿Cómo puedo usar?	¿Cómo puedo saber más sobre el producto?	0
33624	7272	10660	Realmente necesito un ser humano para hablar	Tu realmente no me das la información que necesito	0
33626	4783	2427	¿Necesitamos integrar un SDK para eso?	¿Debo crear una cuenta de protección del comprador?	0
33628	227	14353	Trato el reembolso y devuelvo el producto. El menú es demasiado caro y envío productos a China. ¿Quién soporta el costo del transporte de bienes?	Quiero devolver los bienes	0
33630	8462	10154	hola, ¿puedo pagar cuando entregado?	¿Cuándo puedo pagar mi pedido con tarjeta de débito Visa?	0
33632	12646	14514	Solo quería saber si es posible evitar que los fondos se vuelvan a acreditar en mi cuenta. Una orden mía fue cancelada recientemente y me gustaría utilizar esos mismos fondos y una recarga para comprar otra cosa.	He pagado la orden Los fondos fueron enviados	0
