pid	qid1	qid2	question1	question2	is_duplicate
32657	2786	6169	my orders were cancelled	You have Orders which were not placed successfully	0
32659	197	11929	please read above	can you read	0
32661	6001	14495	how do i delete my account	how do i end my account	1
32663	229	5809	i want to be seller	I want to know the contact detail of a seller.	0
32665	6009	4542	If you have done it very well perfect thank you	This item has problem	0
32667	5593	6788	Hello. I bought a dress last month, I paid and it was already shipped. However, today I went to look at where the dress was and saw that the request had been canceled. What happened?	What if I already paid?	0
32669	5125	10580	I received a product but there's not "confirm receiving'' button.	I received the product and money back	0
32671	7823	4943	How can I check my Buyer's Protection	How to extend my buyer protection time?	0
32673	6336	8535	how to respond dispute	How can I respond to my escalated dispute?	1
32675	551	11466	Can I reopen a dispute	I want to reopen an order.	0
32677	6264	10194	Unable to sign in due to the code problem	Why I fail to sign in?	1
32679	2958	7497	yes i did multiple orders	How do I combine payment for multiple orders?	0
32681	5319	7833	How to edit profile?	How can I change my profile name?	1
32683	2786	2762	my orders were cancelled	Why my order is cancelled?	1
32685	9406	13008	I need an assistance with my order	I need tracking number for my order	0
32687	1770	5641	Credit card confirmation	credit card fraud	0
32689	9135	3491	how do I remove my credit card details	How can I remove a card from my account?	1
32691	11636	4327	The payment was by ticket	Seller has not received the payment	0
32693	2328	2269	Hello! Is it posible to see what rewiews sellers have given about me? Where can I find the rewiews?	hello i need to ask about my order can you help?	0
32695	9133	7829	I want to buy the cards in my shopping cart. How can I get you to print my instructions on them please?	I want to buy a product but i cannot add to my cart	0
32697	8591	178	How to chance shipping courier	how long will shipping take	0
32699	1290	6835	seller don't answer me	the seller does not give me answer my request.	1
32701	6906	4173	reset account password	i tried to reset password but did not work	0
32703	6884	11521	the tracking number is not available, so i contacted the seller	I do not have a tracking number	0
32705	10295	8928	I dont see my question and Im just trying to make a order but your website is not responding	Im confused with your reply	0
32707	4851	10204	I have contacted them, but they tell me to wait a while for them to arrive. But that's not the problem. It has arrived, but defective; And they just tell me to wait for me to arrive	tell me whether it is a reliable seller	0
15479	12049	2672	i forgot my password and security answer	I forgot password of my added card. What should I do?	0
32709	2298	929	i need to cancel my order and need my money back	Do I get my money back if I cancel a purchase?	1
32711	13640	8721	I have a question about a CNC machine	I have a question about my coupons	0
32713	5709	14497	How can I change feedback	how do I change a feedback displayed?	1
32715	6870	781	after open dispute	I cannot open dispute	0
32717	6296	14499	Closed dispute in favor of the store	seller store closed	0
32719	3692	11987	How can I log onto your site. You are not helping. Please get somebody to help me log onto your site. I am saying the same thing over and over again.	How do I post my products to your site?	0
32721	2219	5527	i need call with you	i cant call you	1
32723	11631	14501	I need to pay for a transaction but a payment pending continues to show.	How do I show prices into Euro?	0
32725	7489	6176	Ok thank you the last question are you Spanish women	thank you very much	0
32727	1724	1793	The deadline has expired and I can not open a dispute	how can I open a dispute with a closed order?	1
32729	6508	772	how to cancel escalated dispute	How to cancel dispute?	1
32731	1294	14503	could you track the status of order	Can you give me the website to track my order?	0
32733	6744	8818	hello, how can I invite friends	how to add friends by TM	0
32735	9042	11718	hi, i have a question about the site. You know, I really love browsing it, looking for fun stuff to buy, and I was wondering, are the maybe plans to put a 'random product' button on the page, to send you to a random page?	can you send to my country if i buy from you	0
32737	3058	7829	today i saw something that i want to buy. I is on sale. the sale is due to close now. I cannot buy because I cannot log onto the site. What can I do?	I want to buy a product but i cannot add to my cart	0
32739	5933	6078	After the payment how do I report that I did? I'm going to do the wester union, and then how do I do it?	How do I cancel the payment?	1
32741	14505	7332	I'm tired of you what should I do to get some justice ????	How do I add a PO number to my order,	0
32743	7607	170	I cannot upload a video	I cannot upload documents.	0
32745	10248	6123	Kindly tell that i have ordered some goods but not received. I have have ordered tham a long time ago	I have ordered an item	0
32747	5228	8924	I am asking you question	i will try to explain to you my question	0
32749	1578	1408	I want to speak with the worker	i want to speak with the seller	1
32751	9971	12314	how to change delivery address	How to change delivery options?	0
32753	9851	8844	The can free the money earlier so I can make a new order faster	Can I transfer the refund to my new order?	1
32755	10597	14138	hello i have another issue	I'm having an issue with an order I placed	0
32757	7996	26	i opened a dispute	I opened a dispute and so far nothing	1
32759	9404	6461	I think the seller is not issuing my money	the product has been returned to the seller. When can I get my money	0
32761	5717	14292	how to update mobile number?	How do I pay with mobile payment?	0
32763	7220	2411	hey. is this online chat?	Internet Explorer Script Error comes when I click on I am online chat now	0
32765	7273	5057	can you see my question?	Did you get my question?	1
32767	10814	14507	How to see the warranty	How can i see my receipt?	0
32769	525	8637	He wrote it to me yesterday	my supplier told me he did not receive my payment.	0
32771	1730	1379	What happens if I don't get my refund	I don't know	0
32773	7577	3748	why ship by air took so long?	Why do items take so long to ship to my country?	1
32775	4564	7840	no, I paid via card and did not send me an email about the order number	I have paid for my Order via credit card. but shows that I have not paid.	0
32777	4835	3810	i haven't received my order	I don't know what to do for my weekend.	0
32779	5200	12599	how to verify account	verify email address	1
32781	2984	8651	i want to pay with skrill	I want to pay with debit.	0
32783	10403	14509	how do I undo the dispute so that they get paid?	My request was closed after I paid, how do I get the refund?	0
32785	699	889	seller have other behavior	i have a dispute with the seller	0
32787	2362	12467	i am very upset	I have received a very offensive e-mail from a trader I am in dispute with	0
32789	2547	13970	The seller is not refunding me	The seller will not contact me	1
32791	8906	1379	You don't understand, I don't have an order number but you took my money	I don't know	0
32793	11215	8124	i give them time to do something	How do I extend Buyer Protection time?	0
32795	1490	2231	how to send image	How can I contact the seller to send information?	0
32797	9685	5913	The product in Shopping Cart disappear. What can I do?	How can I use shopping cart to place order?	0
32799	9897	14511	i my order have been sent on may 3rd and it's still in transit. WHY?	Have my goods been sent?	0
32801	2302	6867	i accidentally cancelled my order	I cancelled the order. where my money for the goods?	0
32803	6629	3026	I forgot the security question	I forgot my password	0
32805	7845	2403	change card details refund	I want details of my refund	0
32807	5967	774	I need to advise, the salesperson wrote to me to open a dispute, only after I was able to open the dispute.	I need open a dispute	1
32809	2098	12749	I mean did you take tbc here	Why you are here?	0
32811	7043	11649	my order return to you?	When will you cancel my order?	0
32813	2950	12905	Ok, I ordered a t-shirt and it's verified and paid for. But the seller has canceled the order, I do not respond to the mail and I'm worried.	I accidentally confirmed the order, and the seller does not respond. What can I do?	0
32815	3379	5072	l paid an extra for the delivery because i need it in the short term	Do I need to give you the MTCN if I have paid with Western Union	0
32817	8991	2329	where can I see which vendors deliver the goods faster???	Where can I see reply from supplier?	0
32818	1690	3902	I need help with my appeal	I need some help with my account	0
32820	335	8064	I want to change the size	I want to change size in an order	1
32822	4498	13509	i have to send back the item back to china	How do I send back the product?	1
32824	2950	10143	Ok, I ordered a t-shirt and it's verified and paid for. But the seller has canceled the order, I do not respond to the mail and I'm worried.	OK WHAT I HAVE TO DO	0
32826	10584	6571	coins has not added	Why my rewarded points are not added?	0
32828	942	11138	I paid via card and did not send me an email about the order number	I paid via master card, how can I receive refund?	0
32830	169	3661	How to upload picture	How can I upload the file?	1
32832	8062	8535	how to respond on dispute	How can I respond to my escalated dispute?	1
32834	9575	8242	I placed an order as a guest but do not have confirmation	I have placed same order four times	0
32836	12940	8690	but contacted with bank nothing hold from them	My order was canceled but deducted from bank	0
32838	4002	11010	when i received the order it was twenty days wrong color	I received the wrong size for my product	0
32840	1938	6075	Hi, how can I add photos on my feedbacks?	How many shipping addresses can I add?	0
32842	1494	12231	always refunding progress	Why do you always give the same answers?	0
21176	7811	5988	what is my password i cannot understand what you sent me	I forgot my TradeManager ID and password, what can I do?	0
23744	339	823	how can I report fraud seller	How do I report a seller?	1
32844	1290	10093	seller don't answer me	give me proper answer about	0
32846	8513	9893	no paypal account?	How do I set up my PayPal account?	1
32848	9208	7829	I CANNOT BUY FROM CART	I want to buy a product but i cannot add to my cart	0
12503	7811	2672	what is my password i cannot understand what you sent me	I forgot password of my added card. What should I do?	0
32850	9046	13700	Are you an idiot? I need to remove or delete an appeal.	Can I remove a negative feedback?	0
32852	6304	2600	I want to know If i can to speak with the seller before buy a product.	I would like to talk to someone before I buy	0
32854	5683	7283	there was a problem when i paid with the credit card	I paid with a debit card, when will be refunded?	0
32856	1214	12227	How can i pay for my purchase?	How can I pay for my purchases?	1
32858	2264	4831	sorry, you cannot help me	can you help me with	0
32860	2205	14513	I have paid twitch	I have paid order. The funds was sent	0
32862	3589	11090	Hi, I need support. I try to add a new credit card for payment, but after insert credit card data and confirm, I receive this message: "Oops, we failed to save your card due to system reason. Please try again later."	Reason: An unknown error has occurred. Solution: Please try again later.	0
32864	3431	13292	i have pressed a receiving confirmation button by mistake.	I made a purchase but pressed the button product received by mistake.	1
32866	9052	14515	Hello, can you attend me in portuguese?	can speak in Portuguese?	1
32868	848	8056	WHEN THE PRODUCT IS FUTURE	I paid for my product. But when I enter the site I can not see it.	0
32870	10720	8522	I had no response to my request for a refund for items production faults chat za Sunday	I want to request refund	0
32872	2088	4146	I'm from Pakistan and want to re sell your products	I want to find suppliers for products	0
32874	954	10208	My tracking is not working.	My product received is not working	0
32876	2765	1715	Please cancel my account as details are wrong	How can I find the details for my order?	0
32878	2984	11569	i want to pay with skrill	Can I pay in installments?	0
32880	213	11915	I can not use a coupon or get discount.	Can I use the coupon?	0
32882	6151	14517	can u help me with it instead	Can you give me coupon instead of refund?	0
32884	3271	8939	how can I know what type of seeds I have received. There is only a bag of seeds in the parcel. Nothing more. I have three bags now	The order was made, I have not received the parcel. Why?	1
32886	1858	3778	are you human? I need help	I need a human assistant	1
32888	6663	7032	I need a cylinder shaped preferrably vinyl or plastic back pack or backpack cooler, or a tall can shaped backpack with printing on the entire back side	How can I pay back?	0
32890	9639	4784	how to block a seller	Why security block my transaction?	0
32892	5346	5919	how do i contact your seller	How do I get in contact with the seller?	1
32893	111	12921	my order isn't being processed	Why is my payment being verified while the payment has already been processed?	0
32895	9667	5143	how to find a good seller?	How to select good supplier?	1
32896	2741	10512	I need to know my order status	I want to know my order status.	1
32898	11740	14519	I feel like I talk with a robot and I don't like this.	I feel frustrated.	0
32900	7262	7163	how to return item	I want to return the item	1
32902	5669	1114	I want to change my email address but my old email address is no longer in use	I want to change my e-mail address because the old one was hacked, how can I do	0
32904	413	4176	do u have a phone number	do you have a phone number?	1
32906	9330	128	one package for the order	I received an email saying I have a message for my order but there is not one.	0
32908	2913	136	how to delete messages	How to delete cookies?	0
32910	3747	11937	hi how do I import items to my website for drop ship	How do I delete items in my wish list?	0
32912	5366	5999	I do NOT want to browse the site in Italian language. I WANT TO READ THE ORIGINAL ENGLISH DESCRIPTION for each item!!!!	I want to return item for a refund	0
32914	8826	6606	I haven't received some ring sizers i ordered.	do you have a phone number i can ring	0
32916	4890	8924	i have saw Cancelled Orders Finished can explain me	i will try to explain to you my question	0
32918	6149	2914	delete order history	how to delete unpaid order	1
32920	6157	11505	How to check my wishlist	How to check my message center	0
32922	2769	3289	I had received the order, I dont need refund.	I can not open a dispute since confirmed that I had received an order	0
32924	1638	3628	appeal for dispute	Dispute Case NO	0
32926	3481	3661	how to upload picture	How can I upload the file?	1
32928	6240	5633	i received only one shows in my order	I placed order twice and want to cancel one.	0
32930	7627	14521	i ordered pokemon cards there fake	everything is fake	0
32932	5198	1579	can i talk to a live person?	i want to speak to a live person	1
32934	6866	11845	i cancelled an order and i need my money to go back on my card immediately	My order is cancelled and I want my money back.	1
32936	10570	11185	I need ask give number	I need track number	1
32938	4270	4779	stop cancellation of orders that i have NOT ordered	seller does not have shoes I ordered, seller does not answer	0
32940	6110	10802	I want to shipped my order all	I want my goods to be shipped to my agent in China	0
32942	8066	3689	nice to meet u	nice to meet you	1
32944	3114	4019	and will they all be the same design	Can I place all my orders in the same shipment?	0
32946	2398	5785	good evening I did not receive a parcel because it was handed over to another person I opened a dispute but the seller insists that the parcel is in customs and is in the hands of a carrier But I contacted the customs and posters, the parcel was delivered	I received an empty parcel	0
32948	4724	14382	i have been using your service for years. now i can't get in to sign they say my password is wrong	I placed an order but now I cannot sign in to check it	0
32950	5412	4238	how to reset my account password	How can I reset my security question?	0
32952	10597	13754	hello i have another issue	How can I solve my coupon issue?	0
32954	4168	12172	Dispute finished. Seller agreed to refund but refund not received.	Seller accepted the terms of the dispute but there was no refund.	1
32956	661	1829	how can i change my credit card details	where can I get my refund details	0
32958	12292	14523	The address was right but said it was wrong. Why are you like this?	I would like to send a email to you what is your address?	0
32960	7388	7919	exceeded number of items	Why it says exceeded credit card limit?	1
32962	4236	3033	Hello, I'm not a customer yet.	hello I have a problem with a store	0
32964	8937	14485	The money was not returned to my account, although the dispute has been resolved in full money, it's been 2 months already, and there is no money	dispute is closed and the money in my account is not returned. What to do?	1
32966	3569	10781	but i want answer :I need top ten items wich sold in 2017	I want to pay for all my items with one payment	0
32968	1950	8702	where is the coupon page?	page in maintenance	0
32970	782	14507	How can i get an order receipt or invoice?	How can i see my receipt?	1
32972	3664	2020	Wanting place an order but the system don't put it in my basket	I cannot place my order from Washington.	0
32974	5398	11470	The only way to pay for the product is with the card?	I want to buy only one product	0
32976	1076	12387	i did not receive my refund yet	I did not receive the confirmation of registration in my email.	0
32978	2906	109	I cannot upload photo in dispute	I am not able to attach a photo for a dispute	1
32980	1854	9784	how can i place a order but not pay because de seller must change the prize before i pay	Can I pay the seller directly?	0
32982	5945	4866	should I change the reason for the cancellation of the order from "seller wanted to increase price" to "other"?	How can I change cancel reason?	1
32984	1620	9372	i have a appeal in process	I have to go for now.	0
32986	3216	4211	I am trying to add my card but it wont let me	I am trying to get access to my account but it will not let me.	0
32988	1676	7708	So, could you help me?	you cant help me	0
32990	5105	1379	i contacted the seller but he don't have my order. i can't sent my order because he don't have the product. I don't know how activate the refund.	I don't know	0
32992	4564	11138	no, I paid via card and did not send me an email about the order number	I paid via master card, how can I receive refund?	0
32994	641	6872	I paid for the goods I have never received, though, not me, has put a receipt confirmation, and also a feedback	I have not received payment confirmation email	0
32996	9603	11397	delete credit card	Do not use a credit card	0
32998	2531	2951	How do I stop a seller sending message?	How do I respond to the seller message?	0
10014	4568	2672	My membership level are not added	I forgot password of my added card. What should I do?	0
33000	8591	9241	How to chance shipping courier	How much is shipping fee?	0
33002	2671	8568	My app coins are not added. What can I do?	What can I do if my address is incorrect?	0
33004	1626	1278	cannot place an order?	Why I cannot place order?	1
33006	401	13127	i am not receiving purchase protection order email	I am unable to purchase goods	0
33008	1918	781	I need to open a dispute	I cannot open dispute	0
33009	4107	1023	Why does it take so long for my payment to be processed	How long does it take to receive my order	0
33011	2551	7986	do i need an order for aduana to receive my paid?	The seller refuses to ship my order after I paid for it. What can I do?	0
33013	3247	10011	kinds of payment method	Do you have PayPal as payment method?	0
33015	5623	5883	add new shipping address	Can I add my shipping address?	1
33017	10915	12676	Hi. I have not received my products, and the status is finished now.	The products that I buy are suspect. But I did not received my money back.	0
33019	8255	9477	I keep getting my orders cancelled for security reasons.	Need to pay for my order, keep getting an error msg.	0
33021	7847	4900	where do I find account settings	Where do i find my purchase history?	0
33023	5107	7837	Why I cannot send message to seller?	How do I send a message to seller?	0
33025	904	4003	i have received my goods but they are the wrong size how can i exchange them?	I received My order but size is wrong	1
33027	5495	3033	i need store http joi li	hello I have a problem with a store	0
33029	4302	8269	They still haven't arrived	I want refund because parcel is not arrived	0
33031	5915	14525	i need you to open dispute	I need you correct email address	0
8656	4510	2418	how to get an invoice	How do I get invoice?	1
33033	6725	4779	i have a problem with seller	seller does not have shoes I ordered, seller does not answer	0
33035	3692	4651	How can I log onto your site. You are not helping. Please get somebody to help me log onto your site. I am saying the same thing over and over again.	When I registered on your site?	0
33037	4640	11505	dont want to received email from message center	How to check my message center	0
33039	2213	10593	please give phone number customer service i have problem paying for 2 days know	what is your customer service phone number	1
33041	4646	2610	can u answer?	can I call u?	0
33043	2627	3937	cancel awaiting for payment	What is Awaiting payment?	0
33045	3537	3313	I try now	Thank you I'll try.	1
33047	7671	3160	i will contact my bank i dont know what is 3D secure code	How do I know this is secure?	0
33049	5469	8891	order has been cancelled by credit card	Sorry, your payment was not successful. No money has been deducted. Reason: Your payment has exceeded the credit limit on this credit card.	0
33051	7760	14527	Where do you live Eva?	How long will you live?	0
33053	9423	2017	I want to know the width of this shoes as following	I want to know my order	0
33055	6884	14043	the tracking number is not available, so i contacted the seller	I did not get tracking number	0
33057	4756	2210	I cant open dispute because it's delivered	When can I open a dispute?	0
33059	3078	692	will you deliver to company	how many days to deliver the parcel?	0
33061	8607	7529	My issue here is my order not receive and your customer service not reachable. Please help.	Why is my order not here yet	1
33063	9851	14529	The can free the money earlier so I can make a new order faster	Can I pay extra for faster delivery?	0
33065	5497	3400	not want automatic answer	my answer is not in	0
33067	393	13712	Unable to open an account	I open new account and they do not let me buy things here	0
33069	4730	5521	I want to talk with a person	i want to talk to a real person	1
33071	10921	7927	can anyone order from this site	Company has disappeared from your site.	0
33073	6138	14531	are we corresponding	We had a good talk	0
33075	8595	14095	how to paid order?	i order a dress and paid and want to know how long until they ship it	0
33077	9167	5758	I have questions about details of a product	What are product details?	1
33079	1426	8907	Why the money is not returning	Why is the money I was refunded less than the money you took from me?	0
33081	1766	829	I have an account and I can not reconnect and I want to place an order and have an invoice	I want to place order by phone	0
33083	10017	1311	add video evidence	How to add video in my dispute?	1
33085	6098	536	WHAT DAY CAN I SPEAK WITH A HUMAN?	i need to speak with a human	1
33087	11642	5547	Why u are not saying anything	I cannot type anything	0
33089	8154	62	Hi Eva, I have an order that needs to be cancelled. I need assistance please.	hi i need to tell u something about my order	0
33091	10272	4381	but need to log in to check	log in takes too long	0
33093	9987	3823	if an order has come back how many days i have to get the refund	I have paid for my order with Bank Transfer for 7 days. Why my order status has not been changed?	0
33095	5927	14533	but it's written "delivery failed"	The status is written suspicious Orders	0
33097	6744	13146	hello, how can I invite friends	Can we be friends?	0
33099	4184	14535	I was paying with the American card and I already put 2 times the information on the card and the payment was not processed as the message tells me there was an error	Is your currency American?	0
33101	5773	7959	What to do	What do you wear today?	0
33103	6048	6351	how do i find juggling clubs?	How do I find a shop	1
33105	7697	13910	nooo I want to buy 100 and have no shipping seller is willing to adjust price but your system does not allowed	I want to know the price in Euro	0
33107	3990	6547	david howell hi i need a phone number or a human i cant never log on please help	My phone number not accepted. Please help	0
33109	904	10955	i have received my goods but they are the wrong size how can i exchange them?	I have not received my goods and the sender has not responded to my message	0
33111	2388	11024	How to add a card to my account	how to add to my favorite	0
33113	7567	6511	I was insulted by a supplier because I accidently sent him the same message twice about the same piece of jewelry	I paid twice for the same item. what can I do?	0
33115	6967	8237	I have been asking for help for 30 minutes. Please put your boss on?	I have put some items in the cart by mistake	0
33117	936	3173	I want to appeal your judgment.	i want your boss	0
33119	7845	14537	change card details refund	How do I change refund option?	0
33121	3601	5883	add email address	Can I add my shipping address?	0
33123	6033	9261	How can I contact customer service	I need contact the customer service	1
33125	6165	9670	how do i set shipping address?	How do I enter a shipping address?	1
33127	4494	1575	i haven't received any of my orders yet and i ordered in April	I have ordered products but i did not received my order	1
33129	11348	14539	sorry but you do not help me	do you have a customer service person that can help me via email?	0
33131	7607	2907	I cannot upload a video	I cannot upload a jpeg picture.	0
33133	7262	11638	how to return item	How do I return product?	1
33135	9917	7161	where to find order number	How to find my order number?	1
33137	10588	3329	Hi Eva, I have an order that needs to be cancelled. I need assistance please	I cancelled an order and have not been refunded	0
33138	5194	12988	Where to get a refund?	how to get my refund?	1
33140	1094	14541	I am asking to combine orders for payment	Sellers are asking for payment before items are shipped	0
33142	1590	1379	I DON'T GET MY ORDER	I don't know	0
33144	331	1575	I have ordered with an incorrect email address	I have ordered products but i did not received my order	0
23543	3765	10989	exchange coins to coupons	pay with the coupons	0
33146	6582	6635	I want to send you a photo for asking you if an item is available to any supplier of your site. Is it possible and how I can do that?	Can you find a supplier for me without any complaints record if I want to buy?	0
33148	8098	9517	Example I am buying 100 of same item, if I place this in my cart the seller does not have access to change price and if I place the order it goes straight to pay and it is all ready payed	I am trying to place an order	0
33150	3050	3207	i just want to log in but where is my password	I just want to say Hi.	0
33152	6791	7504	how to check feedback?	How to check the reliability of the supplier?	0
33154	3648	1311	how to add passport information	How to add video in my dispute?	0
33156	1452	5007	I opened an order and the product ran out	How can I know the supplier has sent out the product?	0
33158	1210	6825	its less than 20	Why I have not received my refund after more than 20 working days?	1
33160	1370	10712	HE CAN SPEAK IN SPANISH?	How can I contact seller if he is no longer listed?	0
33162	2782	7866	I am not satisfied with dispute result. What can I do?	I am dissatisfied with claim result.	1
33164	8997	4124	I want to collect the order in the cart.	I cannot send it to cart	0
33166	8615	58	how to report a seller?	I want to report seller	1
33168	1658	14543	MONEY NOT RETURNED	How can I find out how much money is being returned?	0
33170	7933	6252	Hello, I 'm waiting for my appeal to be verified. How long will it take. The seller is already asking me what happened.	I have canceled my order. How long will cancellation take effect	0
33172	3640	11748	How to verify your account	How to verify my email address?	1
33174	3777	9503	talk with human	may i talk with human?	1
33176	3074	11130	what is the meaning of Cancelled Orders Finished	I have orders cancelled for a suspicious seller	0
33178	2782	4374	I am not satisfied with dispute result. What can I do?	Can I return a product if I am not satisfied?	0
33180	13038	13586	seller has not ship out my order	The seller refuses to ship my order after I paid	1
33181	8046	2425	need to have a developer account via API	Do I need create a Buyer Protection account?	0
33183	2804	8421	i dont want to cancel	I want to cancel my order.	0
33185	3990	6360	david howell hi i need a phone number or a human i cant never log on please help	how to have a phone number please	1
33187	259	1133	how to upload evidence on dispute	How do I provide evidence to support my claim?	1
33189	4306	3954	i want to speak to a real person	I need a real person	1
33191	1600	13696	and have not received the item yet	I confirmed that I received the product, and I made mistake. I did not received the product yet.	0
33193	5707	11370	How do I delete orders?	How can i delete the completed orders or useless orders under my account?	1
33195	6330	2778	good morning I didnt get confirmation about cancel my order, status order is finished but no get email confirmation	How do I cancel confirmation of an order?	0
33197	7563	1587	How do I use a coupon or discount	How do I get a coupon for a discount of $25?	0
33199	7517	3214	how to exchange coins to coupon?	How do I redeem my coins?	1
33201	5749	4387	I am very dissatisfied with this automatic help service. I need a real person	i want to chat with a real person	1
33203	1910	7531	How to check select coupon	Why can't I use my select coupon?	0
33205	12509	2665	Give my money back 149 uds	How can I get back my money?	1
33207	942	4565	I paid via card and did not send me an email about the order number	I placed an order but did not give me any tracking number	0
33209	4361	14545	help with my account	Help me get my product!	0
33211	3082	7303	I bought the wrong product when the money is due	The product I bought is defective, what should I do?	0
33213	3654	4603	How do I use select coupon	How do I use Select Coupon?	1
33215	8965	10644	Hi, my account has been suspended and I can no longer leave feed backs or open disputes. What is wrong with my account?	I can no longer access my account	0
33217	9621	3826	The order I canceled was not refunded yet	How do I uncheck a order not received yet?	0
33219	4896	4676	I ordered one item quite long ago and still didn't receive it	I already paid 7 days ago but my order status has not changed yet. It is still Awaiting Payment	0
33221	7388	12807	exceeded number of items	Are these knock off items?	0
33223	4244	9519	Why is my order cancelled?	Why order has been cancelled?	1
33225	5623	6831	add new shipping address	Can I add more shipping address?	1
33227	5847	5347	how can i email	How can I contact with seller via email?	0
33229	10971	6201	I did return the goods, but the seller's shop was blocked, and he does not answer what will happen to the goods? If the seller does not confirm receipt within 30 days	Can you speed up the shipment of goods, not within 30 days?	0
33231	12437	10345	Seller change shipping method from China Post Registered Air Mail to China Post Ordinary Small Packet Plus, without my permision so I can not international track package	I paid to deliver goods by Fedex but they have sent goods to China post	1
33233	3813	12664	I placed an order and canceled but I was deducted. can you confirm if my money will be reversed to my account?	My order was closed, but money was deducted from my bank account.	1
33235	10021	13063	Where can I find the search function photo search	Can I search for a product by ID number?	0
33237	9533	13670	where is the dispute detail page	How do I find the dispute detail page?	1
33239	2129	1070	If your order shows 'order cancel',	i have cancelled the order and it shows Awaiting Cancellation	0
33241	2935	13071	How do I cancel account?	How do I cancel Fund Processing status?	0
33243	5308	9037	wait... let me show u a snapshot...	The system will not let me pay	0
33245	151	4943	how do I extend buyer protection?	How to extend my buyer protection time?	1
33247	9923	3310	it is nice to meet you	Nice talking with you.	0
33249	8937	8619	The money was not returned to my account, although the dispute has been resolved in full money, it's been 2 months already, and there is no money	When my money will be returned?	1
33251	1382	194	When I open a dispute it says Order empty	How can I open dispute if order complete?	0
33253	8074	9901	How do I apply the Warranty Service?	how do i email to customer service	0
33255	10222	1187	Where can you click?	Why nothing happens when you click the button?	0
33257	2527	5080	How can I collect my order in cart?	How can I pay all my goods on shopping cart in one payment	0
33259	2800	2610	would prefer to call	can I call u?	1
33261	5272	12435	Hey. My account is locked. I am an honest buyer, did not open disputes for no reason. I ask you to unlock the account.	Why did I fail to log in to my account?	0
33263	5049	14547	How change post code	How do I post selling offer?	0
33265	2645	8421	I'd like to cancel my order.	I want to cancel my order.	1
33267	7933	4066	Hello, I 'm waiting for my appeal to be verified. How long will it take. The seller is already asking me what happened.	I am waiting for the refund to be credited to my card, how long will it take?	0
33269	11142	13536	I want to know more about the product	I want to know more about bank transfer.	0
33271	7186	5100	How to get reward points	I do not have my points	0
33273	9697	14549	I asked many times the seller but he/she is always saying it will be here in week or two	Why my card was charge two times?	0
33275	9827	210	how to retrieve deleted orders	How do I recover an order deleted by mistake?	1
33277	10393	12698	I am a seller	i am confused as to who i am speaking with	0
33279	4956	10353	It has been almost half a year!	Has payment for this order been received?	0
33281	11973	13832	if i sell here, can i get the payment sent to my paypal account?	Can I use my PayPal account for payment?	0
33283	7853	5587	I can not pay for my order and hope that my card has not been charged several times blindly	I am trying to sign in to my account for several times but I could not	0
33285	7707	6562	The robot will not help me	Please ， help me Urgently	0
33287	1414	2794	Not yet shipped	i pay my order but not processed yet	0
33289	6564	12938	i have paid for the order and money were taken from my card	I paid for my order already, but no message from my bank	1
33291	417	1303	Hi Upon contact now there was an icon chat now on the left hand side of the page now is not anymore	What are you doing now?	0
33293	6705	5284	need your urgent assistance	I need your help with my purchase	1
33295	233	7408	other orders arrived in time	my orders got a finished" message but they have not arrived yet."	0
33297	5769	2355	I been on this line over one hour speaking in person is better is better for me as you can see this is hard	I have been over charged	0
33299	2837	8479	one of my order is in a good adres but in the english languages orders can you change that into dutch	I would like to change my review on one seller. How can I do that?	0
33301	4684	12445	how do i confirm the order?	I accidentally pressed on Confirm Order Received	0
33303	10278	14551	This is the third time I have contacted you with regard of appealing your judgment!	regard the order	0
33305	9655	3572	How do i upload photo in dispute?	i cannot upload a photo	0
33307	6486	7956	hello my mastercard isn't accepted although i have 3d secure...	What is Mastercard Secure Code?	0
33309	1634	10572	Where do I submit my drivers license and credit card information to prove who i am?	I am having trouble paying with my credit card	0
33311	5319	7005	How to edit profile?	How can I make changes to my profile?	1
33313	6637	7724	where do I find the shopping cart	How do I pay all orders from Shopping Cart?	0
33315	11509	9348	i want to know when i will get money back. I got an email stating that seller agrees to refund	I want to know about money back amount	0
33317	10057	1129	I cannot upload video	I cannot upload the attachment	0
33319	3755	5273	i am having problems sending my id	i am having problems creating my account	0
33321	267	7340	I need change may email because I don't localize my email and I need to buy	My email address is wrong and I need change it.	1
33323	3561	14553	No, you do not see it.	Let me see whether you are clever enough!	0
33325	7266	394	Unable to sign for an account	Sorry, your account has been flagged for some reasons and you are unable to participate in this promotion.	0
33327	6661	11700	How to pay using ideal payment	How do I pay for my order using western union?	0
33329	7188	6555	how to set the shipping address	How do I set up shipping address?	1
33331	9863	6562	please send me phone number because no one can help my problem	Please ， help me Urgently	0
33333	11825	3817	how to get app coins?	How to use coupon from mobile app?	0
33335	2086	8900	what a fuck is that what are you doing there	how are you doing	0
33337	1540	12942	how do I cancel order	How do I cancel my order after made ??it?	1
33339	1326	3856	My order is very late, and the vendor do not reply my messages	l am very disappointed with my order	0
33341	2350	6023	Can i have normal customer care not robot please	please i have a question	0
33343	6641	905	What if I don't like the way the dress fits or it is the wrong size? Can I return it for a refund?	I selected the wrong size	0
33345	3672	4791	You contacted a seller for me because of a defective item and they have not replied	The goods are not delivered because of the suspicious seller	0
33347	3777	384	talk with human	i want to talk to a human online	1
